user_id,associate degree,bachelor degree,master's degree,others,phd
63678,,,,others,
63679,,others,,,
63680,,others,,top30tr,
63681,,,,others,
63682,others,,,,
63684,,,,others,
63689,,top30tr,,,
63690,,top30tr,top30tr,,
63692,,others,,,
63693,,others,top50tr,,
63694,others,,,,
63695,,others,,,
63697,,others,,,
63698,,others,,,
63699,,others,,,
63700,others,,,,
63701,,,,top30tr,
63702,,others,,,
63703,,others,,others,
63704,,others,others,,
63705,,top30tr,top30tr,,others
63706,,,,others,
63707,,,,others,
63708,,others,,,
63709,,others,top30tr,,
63710,,,,others,
63711,,,,others,
63715,,others,others,,
63717,,,others,,
63718,others,top30tr,top30tr,,
63719,,,,others,
63720,others,,top30tr,top30tr,
63721,,others,,,others
63722,,,,others,
63723,others,,,,
63724,,others,,,
63725,,top30tr,top30tr,,others
63727,,others,top30tr,,
63729,,others,,,
63730,,top30tr,,others,
63731,,top30tr,,,
63732,,top30tr,others,top30tr,
63733,,top30tr,top30tr,,
63734,,top30tr,,,
63735,,top30tr,,top30tr,
63736,,top30tr,,,
63737,,top30tr,,,
63738,,top30tr,,,
63739,,top30tr,,,
63740,,top30tr,,,
63741,top50tr,top30tr,,others,
63742,,top30tr,,,
63743,,,top30tr,,
63744,top30tr,,,,
63745,,top30tr,,,
63746,,,top30tr,,
63747,,,,top30tr,
63748,,top30tr,,,
63749,,,top30tr,top30tr,
63750,others,others,,,
63751,,others,others,,
63752,,top30tr,,,
63753,,top30tr,,,
63755,,,top30tr,top30tr,
63756,,top30tr,,,
63757,,,,top50tr,
63758,,,,top30tr,
63759,,,top1000tr,,
63760,,top30tr,,,
63761,,,,top30tr,
63762,,,top30tr,,
63763,,,,top30tr,
63764,,top30tr,,,
63765,,others,others,,
63766,,top30tr,top30tr,,top30tr
63767,,others,,,
63768,,,,top30tr,
63769,,top30tr,others,,
63772,,,,others,
63774,,,,top30tr,
63775,,top30tr,,,
63776,,top30tr,,,
63777,,top30tr,,,
63779,,,,others,
63780,,top30tr,,,
63781,,,,others,
63782,,top30tr,,,
63783,,top30tr,,,
63784,,top30tr,others,,top50tr
63785,,top30tr,,,
63786,others,,,top30tr,
63787,,top30tr,,,
63788,others,others,,,
63789,,top30tr,,,
63790,,,others,,
63791,,,,top30tr,
63792,,top30tr,,,
63793,,,,top30tr,
63794,,,,top1000tr,
63797,,others,others,,
63798,top30tr,top30tr,,,
63799,,,,top30tr,
63801,,top30tr,others,,
63802,,others,others,,others
63803,,,,top30tr,
63804,,top30tr,others,others,
63805,,,top1000tr,top30tr,
63806,,,,top30tr,
63807,,,,top30tr,
63808,,top30tr,,,
63809,,,,top30tr,
63810,top30tr,others,top30tr,,
63812,,top30tr,,,
63813,,,top30tr,top30tr,
63814,,top30tr,others,,
63815,,,others,,
63816,,top30tr,,,
63817,,top30tr,,top30tr,
63818,,top30tr,,,
63819,,,,others,
63820,,top30tr,top30tr,,top30tr
63821,,others,others,,
63823,,top30tr,top30tr,,others
63824,,,others,,
63825,,top30tr,top30tr,,
63826,,top30tr,top30tr,,
63829,,others,top30tr,top30tr,
63830,,,,top1000tr,
63832,,,,top30tr,
63833,,,,top30tr,
63834,,top30tr,top30tr,,top30tr
63836,top1000tr,top30tr,,,
63837,,top30tr,top1000tr,,
63839,,top30tr,top30tr,,others
63840,,,,top30tr,
63841,,others,others,,
63842,,top30tr,others,,
63843,,top30tr,,,
63845,,top30tr,,,
63846,,top30tr,top30tr,,
63848,,top30tr,,,
63849,,top30tr,,,
63850,,others,others,,
63851,,others,top30tr,,
63852,,others,,,
63853,others,,,,
63854,,,others,top30tr,
63855,,top30tr,,,
63857,,others,others,,
63858,,others,,,
63859,,,,top30tr,
63860,,top30tr,top30tr,,
63861,,others,others,,others
63862,,top30tr,,,
63863,,,,others,
63865,,top30tr,,,
63866,,others,,,
63867,,,,top30tr,
63868,,top30tr,,,
63870,,others,,,
63871,,top30tr,,,
63872,,top30tr,,,
63873,,top30tr,,top30tr,
63874,,others,,top30tr,
63875,,,,others,
63876,,top30tr,,,
63877,,top30tr,,,
63878,,top30tr,,,
63879,,,others,,
63880,,,,top30tr,
63881,,top30tr,,,
63882,,top30tr,,,
63884,,,,top30tr,
63887,,,,others,
63888,,others,,,
63889,,top30tr,,,
63890,top30tr,others,,,
63892,top30tr,top30tr,,,
63893,top30tr,top30tr,,,
63894,top30tr,top30tr,,,
63895,,others,,,
63896,top30tr,,,,
63897,,top30tr,,others,
63898,,top30tr,,,
63899,,others,,,
63900,,,,top30tr,
63901,,top30tr,,,
63902,,top30tr,,,
63903,,,others,,
63905,,others,,,
63906,,,top50tr,top30tr,
63907,,,,top30tr,
63908,top30tr,top30tr,,,
63909,,,,top30tr,
63910,,top30tr,,,
63911,,top30tr,,,
63912,,top30tr,,,
63914,,,,others,
63915,,,,top30tr,
63916,,top30tr,,,
63917,,top30tr,,,
63918,,,top30tr,,
63919,,top30tr,,,
63921,top30tr,top30tr,others,,
63922,,top30tr,top30tr,,
63925,,top30tr,,,
63926,top30tr,,,,
63929,,top30tr,,,
63930,top30tr,others,others,,
63931,,,,others,
63932,top30tr,top30tr,,,
63933,,,top1000tr,top30tr,
63934,,top30tr,,,
63935,,top30tr,top30tr,,
63936,,,,top30tr,
63939,others,top30tr,,,
63940,top30tr,top30tr,,,
63942,,,top30tr,top30tr,
63945,,top30tr,,,
63947,top30tr,top30tr,,,
63950,,,,top30tr,
63952,,top30tr,others,,
63953,,top30tr,,,
63954,top30tr,top30tr,others,top30tr,
63955,,,,others,
63956,,top30tr,,,
63957,,,top30tr,,
63958,top30tr,top30tr,,,
63959,,top30tr,,top30tr,
63961,top30tr,others,,,
63962,,top30tr,,,
63963,,top30tr,,top30tr,
63964,,top30tr,top30tr,others,
63965,,top30tr,top30tr,,
63966,,,,top30tr,
63967,,top30tr,others,,
63970,,,,others,
63971,,,,others,
63972,,top30tr,top1000tr,,
63973,,,,top30tr,
63976,,top30tr,,,
63977,,top30tr,,,
63978,,top30tr,top1000tr,,
63979,,,,top30tr,
63980,,others,,,
63981,,top30tr,,,
63982,,,,top30tr,
63983,,others,others,,
63984,,,,top30tr,
63985,,others,top30tr,,
63986,,,,top30tr,
63987,,top30tr,,top30tr,
63988,,,,top30tr,
63990,,top30tr,,top30tr,
63992,,top30tr,,,
63994,,top1000tr,top1000tr,top30tr,
63996,,top30tr,top1000tr,,
63997,,,,top30tr,
63998,,top30tr,,,
63999,,,,top30tr,
64000,,top30tr,,top30tr,
64001,,,,others,
64002,others,top30tr,top30tr,,
64003,,top30tr,,,
64004,,top30tr,others,,top30tr
64005,,,,top30tr,
64008,,,top30tr,others,
64009,,,top1000tr,,
64010,,,top30tr,,
64011,top30tr,top30tr,,,
64012,top30tr,top30tr,others,top30tr,
64014,,,,others,
64015,,top30tr,others,,
64016,,,,top30tr,
64017,,top30tr,,,
64018,top30tr,top30tr,,,
64019,top30tr,others,others,,
64021,,,,others,
64023,,others,others,,top30tr
64024,,top30tr,,top1000tr,
64025,,top30tr,,,
64026,top30tr,top30tr,,,
64027,top30tr,others,others,,
64030,,top30tr,,top30tr,
64031,top30tr,top30tr,,,
64032,,top30tr,others,,top30tr
64033,top30tr,top30tr,,,
64034,,,,top30tr,
64036,,,,top30tr,
64037,,,top30tr,others,
64038,,top1000tr,,,
64039,,top1000tr,,,
64040,,top1000tr,,top30tr,
64041,,top1000tr,,,
64042,,top1000tr,,others,
64043,,top1000tr,,top30tr,
64044,,top1000tr,,,
64045,,top1000tr,,top30tr,
64046,,top1000tr,,,
64047,,top1000tr,,,
64048,,top1000tr,,,
64049,,top1000tr,,,
64050,,,,others,
64051,,top1000tr,top1000tr,,
64052,,top30tr,,,
64053,,top1000tr,top1000tr,others,
64054,,top1000tr,,others,
64055,,top1000tr,,,
64056,,top1000tr,,,
64057,,top30tr,top30tr,others,
64058,,top1000tr,,others,
64059,,top1000tr,,,
64060,,top1000tr,,top30tr,
64061,,top1000tr,,,
64062,,top1000tr,,top30tr,
64063,,top1000tr,,,
64064,,others,top1000tr,,
64065,,top1000tr,,,
64066,,top1000tr,,,
64068,,top1000tr,,,
64069,,top1000tr,,top30tr,
64070,,top1000tr,,,
64072,,,top1000tr,top30tr,
64073,,top1000tr,,top30tr,
64075,,top1000tr,,,
64076,,top1000tr,,,
64077,,top1000tr,,,
64080,,others,top1000tr,top30tr,
64081,,top1000tr,,,
64082,,top1000tr,top1000tr,,
64083,top30tr,top30tr,top1000tr,,
64084,others,top1000tr,,,
64085,,top1000tr,,,
64087,,top1000tr,,,
64088,,top1000tr,,others,
64089,,top30tr,top1000tr,,
64090,others,others,top1000tr,,top1000tr
64091,,others,,,
64092,,top1000tr,others,,
64093,,top1000tr,,top30tr,
64094,,others,,others,top1000tr
64095,,top1000tr,top1000tr,,
64096,,top1000tr,,,
64097,,top1000tr,,,
64098,,top1000tr,,,
64099,,top1000tr,,,
64100,,top1000tr,,others,
64101,,top1000tr,top1000tr,,top1000tr
64102,,top1000tr,top1000tr,others,
64104,,top1000tr,,,
64105,,top1000tr,,others,
64106,,top1000tr,top1000tr,,
64107,,top1000tr,,,
64108,top1000tr,,,,
64109,,top1000tr,,others,
64110,,,,top1000tr,
64111,,,top1000tr,,
64112,,top1000tr,,others,
64113,,top1000tr,,,
64114,,top1000tr,top1000tr,,
64115,,,,others,
64116,,top1000tr,,top30tr,
64117,,others,top1000tr,others,
64118,,others,top1000tr,,
64119,,others,top1000tr,top30tr,
64120,top30tr,top30tr,top1000tr,,
64121,,top1000tr,,,
64122,,top1000tr,,others,
64124,,top1000tr,top1000tr,,
64125,,top1000tr,others,others,
64126,,top1000tr,,,
64127,,others,top1000tr,,
64128,,top30tr,,,
64129,,top1000tr,,,
64130,,others,top1000tr,,
64131,,,top1000tr,,
64132,,top1000tr,top1000tr,,
64133,,top30tr,,,
64134,top1000tr,,,,
64135,,top1000tr,,,
64136,,top1000tr,,,
64137,,top1000tr,,,
64138,,,,top1000tr,
64140,,others,top1000tr,,
64141,,top1000tr,top1000tr,,
64142,,top1000tr,,,
64144,,,,top1000tr,
64145,,others,top1000tr,,
64146,,top1000tr,,,
64147,,top50tr,,top1000tr,
64148,,top1000tr,top1000tr,,
64149,,top1000tr,,,
64150,,top1000tr,top1000tr,,
64153,,top1000tr,,,
64154,,top1000tr,,,
64155,,top1000tr,,others,
64156,,top1000tr,,,
64157,,top1000tr,top1000tr,,
64158,,top1000tr,,top1000tr,
64159,,top1000tr,top1000tr,others,
64160,,top1000tr,top1000tr,,
64161,,top1000tr,,,
64162,,,,top1000tr,
64164,,top1000tr,,,
64165,,top1000tr,,,
64166,,top1000tr,,,
64167,,top1000tr,,,
64168,,top1000tr,top1000tr,,
64169,,top1000tr,top1000tr,top30tr,
64170,,top1000tr,,,
64171,,top1000tr,,,
64172,,top1000tr,,others,
64173,,top1000tr,,,
64174,,top1000tr,top1000tr,others,
64175,,others,top1000tr,,
64177,,top1000tr,,others,
64178,,top1000tr,,,
64179,,top1000tr,,,
64181,,top1000tr,,,
64182,,top30tr,top1000tr,,
64183,,top1000tr,,,
64184,,top1000tr,,others,
64185,,top1000tr,others,top30tr,
64186,,top1000tr,,others,
64187,,top1000tr,,,
64188,,,others,top1000tr,
64189,,top1000tr,,others,
64190,,top1000tr,top1000tr,,
64191,,,top1000tr,top1000tr,
64192,,top1000tr,,,
64193,,top1000tr,,top30tr,
64194,,,top1000tr,top1000tr,
64195,,top1000tr,top1000tr,,
64196,,top1000tr,,,
64198,,top1000tr,,,
64199,,,others,top1000tr,
64200,,top1000tr,,,
64201,,top1000tr,,top1000tr,
64202,,top1000tr,top1000tr,,
64203,,top1000tr,,,
64205,,top1000tr,,,
64206,,others,top1000tr,,
64207,,top1000tr,top1000tr,,
64208,,top1000tr,,others,
64209,,top1000tr,,,
64210,,top1000tr,,,
64211,,top1000tr,top1000tr,,
64212,,top1000tr,,,
64213,,top1000tr,,,
64214,,,top1000tr,,
64215,,top1000tr,,,
64216,,top1000tr,,,
64218,,,top1000tr,top1000tr,
64219,,top1000tr,,top1000tr,top1000tr
64220,,top1000tr,,,
64221,,top1000tr,top1000tr,,
64223,,top1000tr,others,,
64224,,top1000tr,,,
64225,,others,top1000tr,,top1000tr
64226,,top1000tr,,,
64227,,top1000tr,,,
64229,,others,top1000tr,,
64230,,top1000tr,,top1000tr,
64231,,,,others,
64232,,top1000tr,top1000tr,,
64233,,top1000tr,,,
64234,,,top1000tr,,
64235,,top1000tr,,,
64236,,top1000tr,,,
64237,,top1000tr,,,
64238,,others,top1000tr,,
64240,,,top1000tr,,
64241,,top1000tr,top1000tr,top20world,
64242,,top1000tr,,,
64243,,top1000tr,,,
64244,,top1000tr,,,
64245,,top1000tr,,,
64247,,top1000tr,,top30tr,
64248,,top1000tr,,,
64249,,top1000tr,top1000tr,,
64250,,top1000tr,,,
64251,,top1000tr,,,
64252,,top1000tr,,,
64253,,,top1000tr,,
64254,,top1000tr,,,
64255,,top1000tr,,,
64256,,top1000tr,,,
64257,,top1000tr,,,
64258,,,,top30tr,
64259,,top1000tr,top1000tr,,
64260,,top1000tr,,,
64261,,top1000tr,,,
64262,,top1000tr,,,
64263,,top1000tr,,,
64264,,top1000tr,top1000tr,,
64265,top30tr,top1000tr,,others,
64266,,top1000tr,,,
64267,,top1000tr,,,
64268,,top1000tr,,others,
64269,,top1000tr,top1000tr,,
64270,,,,top30tr,
64271,,top1000tr,,top30tr,
64272,,top1000tr,,,
64273,,top1000tr,,,
64274,,top1000tr,,others,
64275,,top1000tr,,,
64277,,top1000tr,top1000tr,,
64278,,top1000tr,top1000tr,,
64279,,top1000tr,,,
64280,,top1000tr,,others,
64281,,top1000tr,,,
64282,,top1000tr,,,
64283,,top1000tr,,others,
64284,,top1000tr,,,
64285,,top1000tr,,,
64286,,top1000tr,,,
64287,,top1000tr,,,
64288,,,,top1000tr,
64289,,top1000tr,,,
64290,,others,top1000tr,,
64291,,others,,,
64292,,top1000tr,,,
64293,,top1000tr,,,
64294,,top1000tr,,,
64295,,top1000tr,,,
64296,,,,top1000tr,
64297,,top1000tr,,,
64298,,,top1000tr,,
64299,,top1000tr,,,
64300,,,,top1000tr,
64301,,,,top30tr,
64302,,top1000tr,,top30tr,
64303,,top1000tr,,,
64304,,,top1000tr,,
64305,top1000tr,,,,
64306,,top1000tr,,,
64307,,top1000tr,,,
64308,,top1000tr,,,
64309,,top30tr,top1000tr,others,
64310,,top1000tr,top1000tr,,
64311,,top1000tr,,,
64312,top30tr,top30tr,top1000tr,,
64313,,top1000tr,,,
64314,,top1000tr,top1000tr,,
64315,,top1000tr,,,
64316,,top1000tr,,,
64317,,top1000tr,,,
64318,,top1000tr,,,
64319,others,others,top1000tr,,top1000tr
64320,top30tr,top30tr,,,
64321,,others,,others,top1000tr
64323,,,,top1000tr,
64324,,others,,,
64325,,top30tr,top1000tr,,
64326,top30tr,top1000tr,,top30tr,
64327,,top1000tr,top1000tr,,
64328,,,top1000tr,,
64329,,,,others,
64330,,top1000tr,,,
64331,,top1000tr,,top30tr,
64332,,top1000tr,top1000tr,,top1000tr
64333,,top30tr,others,top1000tr,
64334,,,,top1000tr,
64335,,top1000tr,,others,
64336,,top1000tr,top1000tr,,
64337,,,,others,top30tr
64338,,top1000tr,,,
64339,,top1000tr,top1000tr,,top30tr
64340,,,,top1000tr,
64341,,others,top1000tr,,
64342,,top1000tr,,,
64344,,top1000tr,,top1000tr,
64345,,top1000tr,top1000tr,,
64346,,top1000tr,,,
64348,,top1000tr,top1000tr,,top1000tr
64350,,top1000tr,others,,
64351,,,,top1000tr,
64352,,top1000tr,,,
64353,,others,top1000tr,,
64354,,top1000tr,,,
64355,,top1000tr,,,
64356,,top1000tr,,,
64357,,top1000tr,top1000tr,,
64358,,top1000tr,,,top1000tr
64360,,,,others,
64361,,top1000tr,,,
64362,,,top30tr,,
64363,,top30tr,top1000tr,,top30tr
64364,,others,top1000tr,top30tr,
64365,,top1000tr,top1000tr,,top1000tr
64367,,top1000tr,,,others
64368,,top1000tr,,,
64369,,top1000tr,top1000tr,,
64370,,top1000tr,top1000tr,,
64371,,top1000tr,top1000tr,top30tr,
64372,,top1000tr,,top30tr,
64373,,top1000tr,top1000tr,,others
64374,,top1000tr,,,
64377,,top1000tr,,others,
64380,,,,top1000tr,
64381,top30tr,others,others,others,
64383,,top1000tr,,,
64384,,top30tr,top1000tr,top30tr,
64386,,top1000tr,,,
64387,,top1000tr,top50tr,,
64388,top30tr,top30tr,,,
64389,,top1000tr,top1000tr,others,
64390,,top30tr,top1000tr,others,
64391,,top1000tr,,others,others
64392,,top1000tr,others,,
64393,,top1000tr,top1000tr,,
64394,,top1000tr,top1000tr,top20world,
64395,,top1000tr,,top30tr,
64396,,top1000tr,others,,top1000tr
64397,,top1000tr,top1000tr,,
64398,,,top1000tr,,
64399,,top1000tr,,,
64400,,,,top1000tr,top20world
64401,others,others,top1000tr,,top1000tr
64402,,top1000tr,top1000tr,,top30tr
64403,,top1000tr,top1000tr,top30tr,
64404,,,top1000tr,,others
64405,,top1000tr,top1000tr,,top1000tr
64406,,top1000tr,top1000tr,,
64407,,others,,others,top1000tr
64408,,,,top30tr,
64409,,top1000tr,,,
64410,,top1000tr,,top30tr,
64411,,others,,,
64412,,top1000tr,top1000tr,,
64413,,,,others,top30tr
64414,,top1000tr,others,top30tr,others
64415,,top1000tr,,others,
64416,,top1000tr,top1000tr,,top1000tr
64417,,top1000tr,,,
64418,,others,top1000tr,others,
64419,,top1000tr,,,
64421,,others,top1000tr,,
64422,,top1000tr,top1000tr,,
64423,,top1000tr,others,,
64424,,,,top1000tr,
64425,,,top1000tr,,
64426,,top1000tr,,,
64427,,top1000tr,,,
64428,,top1000tr,top1000tr,others,
64429,,,,others,
64430,,others,top1000tr,,
64431,,top1000tr,,others,
64432,,top1000tr,,,
64433,,top1000tr,top1000tr,,
64434,,top1000tr,,,
64435,,top1000tr,top1000tr,,
64436,,top1000tr,top1000tr,,
64437,,top1000tr,,,
64438,,top1000tr,,top30tr,
64439,,top1000tr,,,
64440,,top1000tr,top1000tr,,
64441,,top1000tr,,,
64442,,top1000tr,,,
64443,,top30tr,top1000tr,,
64444,,top1000tr,,others,
64445,,top1000tr,,,
64446,,top1000tr,,,
64447,,top1000tr,,top30tr,
64448,,top1000tr,,,
64449,,top30tr,top1000tr,,
64450,,top1000tr,top20world,,
64451,,top1000tr,top1000tr,others,
64452,,others,others,others,
64453,,others,top1000tr,,
64454,,top1000tr,,,
64455,,top1000tr,,,
64456,,top1000tr,,,
64457,,top1000tr,,,
64458,,top1000tr,,,
64459,,others,top1000tr,,
64460,,top1000tr,top1000tr,,
64461,,,,top30tr,
64462,,top1000tr,,others,
64463,,top1000tr,top1000tr,,
64464,,,,top1000tr,
64466,,top1000tr,top1000tr,top1000tr,
64467,,top1000tr,top1000tr,,
64468,,top30tr,top30tr,,
64469,,top30tr,top1000tr,top30tr,
64470,,top1000tr,top1000tr,others,
64471,,top1000tr,,,
64472,,top1000tr,top1000tr,,
64473,,top1000tr,,,
64474,,top30tr,,top1000tr,
64475,,top30tr,top1000tr,,
64476,,top1000tr,top1000tr,,
64477,,top1000tr,top1000tr,,
64478,,,,others,
64479,,top30tr,top1000tr,top1000tr,
64480,,top1000tr,,,
64481,,top1000tr,,,
64482,,top1000tr,,,
64483,,top1000tr,top1000tr,,
64484,,top1000tr,top1000tr,,
64485,,top1000tr,,,
64486,,top1000tr,top1000tr,,
64487,,top1000tr,,,
64489,,top1000tr,top1000tr,,
64490,,top1000tr,,others,
64491,,,,top1000tr,
64492,,top30tr,top1000tr,,
64493,,top30tr,top1000tr,others,
64494,,,,top1000tr,
64495,,top1000tr,top1000tr,others,
64496,,top1000tr,,,
64497,,top1000tr,,,
64498,,top1000tr,,others,
64499,,top1000tr,,,
64500,,,top1000tr,top1000tr,
64501,,others,top1000tr,,
64502,,top1000tr,,,
64503,,,top1000tr,,
64504,,top1000tr,,,
64505,,,top1000tr,,others
64506,,top1000tr,others,,
64507,,top1000tr,,,
64508,,top1000tr,,others,
64509,,,,top1000tr,
64510,,top1000tr,others,,
64511,,top1000tr,others,,
64512,,others,top1000tr,,
64513,,top1000tr,,,
64514,,others,top1000tr,,
64515,,top1000tr,,,
64516,,top1000tr,top1000tr,,
64517,,top1000tr,top30tr,others,
64518,,,,top30tr,
64519,,,top1000tr,top30tr,
64520,,top1000tr,top1000tr,,
64521,,top1000tr,,,
64523,,others,top1000tr,,
64524,,top1000tr,,,
64525,,top1000tr,,,
64527,,top1000tr,top1000tr,,
64528,,top1000tr,,,
64529,,top1000tr,top1000tr,,
64530,,top1000tr,,,
64531,,top1000tr,top1000tr,top30tr,
64532,,top1000tr,,,
64533,,,,top1000tr,
64534,,others,,top1000tr,
64535,,others,top1000tr,,top1000tr
64536,,top1000tr,others,,
64537,,top1000tr,,,
64540,,top1000tr,,others,
64541,,top1000tr,,,
64543,,others,top1000tr,top30tr,
64544,,top30tr,top1000tr,,
64545,,top1000tr,top1000tr,,
64546,,others,top1000tr,,
64547,,top1000tr,,,
64548,,top1000tr,,others,
64549,,top1000tr,,,
64550,,,,others,
64551,,top1000tr,others,others,
64552,,others,top1000tr,top1000tr,
64554,,top1000tr,,top20world,
64556,,top1000tr,,,others
64557,,top1000tr,,,
64558,,top1000tr,,,
64559,,others,top1000tr,,
64560,,,,top1000tr,
64561,,,,others,top30tr
64562,,top1000tr,,,
64563,,top1000tr,,,
64564,,,top1000tr,,
64565,,top1000tr,,,
64566,,top1000tr,,,
64568,,top1000tr,,,
64569,,top1000tr,,,
64570,,top1000tr,top1000tr,,
64571,,top1000tr,,,
64572,,top1000tr,top1000tr,,top1000tr
64573,,,top1000tr,,
64574,,top1000tr,,,
64575,,top1000tr,top1000tr,,
64576,,top1000tr,top1000tr,,top1000tr
64577,,,,,top1000tr
64578,,top1000tr,,,
64579,,,top1000tr,others,top1000tr
64580,,top1000tr,,,
64581,top1000tr,top30tr,,,
64582,,others,top30tr,top1000tr,
64583,others,,,top30tr,
64584,,others,top1000tr,top30tr,
64585,,others,,,
64586,,top30tr,top30tr,top1000tr,top30tr
64587,,top1000tr,top1000tr,top30tr,
64588,,top1000tr,,top30tr,
64589,,,,top1000tr,
64590,,others,,,
64591,,top1000tr,,,
64592,,,top1000tr,top1000tr,
64593,,top1000tr,top1000tr,,
64595,,top1000tr,,,
64596,top30tr,top30tr,top1000tr,,
64597,,top1000tr,,,
64598,,,,top1000tr,
64599,,top1000tr,top1000tr,top30tr,
64600,,others,,,
64601,,others,top1000tr,,
64602,,,top1000tr,,
64604,,,,top1000tr,
64605,,top1000tr,,,
64606,,top1000tr,top1000tr,,
64607,,top1000tr,top1000tr,top1000tr,
64608,,top1000tr,,top1000tr,
64609,,top1000tr,top1000tr,others,
64610,,,,others,
64611,,top1000tr,,,others
64612,,others,top1000tr,,
64613,,,,others,top20world
64614,,others,top1000tr,top30tr,
64615,,others,top1000tr,top1000tr,
64616,,top1000tr,,,
64617,,top1000tr,,,
64618,,,top1000tr,,
64619,top30tr,others,others,others,
64620,,top1000tr,,,
64621,,top1000tr,,,
64622,,,,others,top30tr
64623,,top1000tr,others,top30tr,others
64624,,top1000tr,top30tr,others,
64625,,top1000tr,,,
64626,,top1000tr,,,
64627,,others,top1000tr,,
64628,,top1000tr,others,others,top1000tr
64629,,top1000tr,,,
64630,,,,top1000tr,
64631,,top1000tr,top1000tr,,
64632,,top1000tr,,,
64633,,top1000tr,,,
64634,,top1000tr,,,
64637,,top1000tr,top1000tr,,
64638,,top1000tr,,,
64639,,top1000tr,,,
64640,,top1000tr,,,
64642,,top1000tr,,,
64643,,top1000tr,,,
64644,,others,top1000tr,,
64645,,top1000tr,others,,
64646,,top1000tr,top1000tr,,
64647,,top1000tr,,,
64649,,top1000tr,,,
64650,,top1000tr,,top30tr,
64651,,others,top1000tr,,
64652,,top1000tr,top1000tr,,
64653,,top30tr,top1000tr,,
64654,,top1000tr,,,
64655,,top1000tr,top1000tr,,
64656,,top1000tr,,others,
64657,,top1000tr,,,
64658,,,,others,
64659,,top1000tr,top1000tr,top30tr,
64660,,top1000tr,,others,
64661,,top1000tr,top1000tr,,
64662,,others,,top1000tr,
64663,,top20world,top1000tr,,
64664,,top1000tr,others,others,
64666,,top50tr,,,
64667,,top1000tr,,others,
64668,,top1000tr,,others,
64669,,top1000tr,top1000tr,top1000tr,
64670,,top1000tr,,others,
64673,,top1000tr,,,
64674,,top1000tr,top1000tr,,top1000tr
64676,,top1000tr,top1000tr,,others
64677,,top1000tr,,,
64678,,top1000tr,top1000tr,,top1000tr
64679,,top1000tr,others,others,
64680,,others,others,,
64681,top30tr,top1000tr,,,
64682,,top1000tr,top1000tr,,
64683,,others,,top1000tr,
64684,,top1000tr,,,
64685,,top1000tr,top30tr,,
64686,,,others,,
64687,,top30tr,top50tr,top1000tr,
64688,,top1000tr,others,top30tr,others
64689,,top1000tr,,others,
64690,,top1000tr,top1000tr,top30tr,
64691,,top1000tr,,others,
64692,,top1000tr,,,
64693,,top1000tr,,,
64694,,top1000tr,top1000tr,top1000tr,
64695,,top1000tr,others,others,
64696,,top1000tr,top1000tr,,top1000tr
64697,,,top1000tr,top30tr,
64698,,top1000tr,top1000tr,,others
64699,,others,top1000tr,top30tr,
64700,,top1000tr,,,
64702,,top1000tr,,,
64703,,top1000tr,,others,
64704,,top1000tr,top1000tr,others,
64706,,top1000tr,,,
64707,,top1000tr,,others,
64708,,top1000tr,,,
64709,,top1000tr,,,
64710,,top1000tr,top1000tr,,
64711,,,,top1000tr,
64713,,top1000tr,,,
64714,,others,,,
64715,,others,top1000tr,,
64716,,top1000tr,,,
64717,,top1000tr,,,
64718,,top1000tr,others,,
64720,,,top1000tr,top1000tr,
64721,,top1000tr,,,
64722,,top1000tr,top1000tr,,
64723,,top30tr,top1000tr,,
64724,,top1000tr,,,
64725,,top1000tr,others,,
64726,,top1000tr,,,
64728,,top30tr,top1000tr,others,
64729,,top1000tr,top1000tr,,top30tr
64730,,top1000tr,others,top30tr,others
64731,,,,top1000tr,top20world
64732,,top1000tr,top1000tr,,top1000tr
64733,,top1000tr,,,others
64734,,top1000tr,top1000tr,,
64735,,top1000tr,top1000tr,,others
64736,,top1000tr,others,,
64737,,others,others,,
64738,,top1000tr,top1000tr,,others
64739,,,top1000tr,top30tr,
64740,,top1000tr,,,
64742,,top1000tr,top1000tr,others,
64743,,top1000tr,top1000tr,,
64744,,top1000tr,top1000tr,,
64745,,top1000tr,top1000tr,,
64746,,top1000tr,top1000tr,,
64747,,top1000tr,,,
64748,,top1000tr,,,
64749,,top30tr,top1000tr,,
64750,,top1000tr,top1000tr,,
64751,,top1000tr,,,
64752,,top1000tr,top1000tr,,
64753,,top1000tr,others,,
64754,,,,top1000tr,
64755,,top1000tr,,,
64756,,top1000tr,top1000tr,top30tr,
64759,,top1000tr,top1000tr,,
64760,,,top1000tr,top1000tr,
64761,,,top1000tr,,
64762,,top1000tr,,,
64763,,top1000tr,top1000tr,,
64764,,top1000tr,,,
64765,,top1000tr,,,
64766,,top1000tr,,top30tr,
64767,,,,top1000tr,
64768,,top1000tr,top1000tr,,
64769,,top30tr,,,
64770,,top1000tr,,,
64771,,top1000tr,top1000tr,,
64773,,top1000tr,top1000tr,,
64774,,top1000tr,,top30tr,
64775,,top1000tr,top30tr,,top30tr
64776,,top1000tr,top50tr,,
64777,,others,,,
64778,,top1000tr,,,
64779,,top1000tr,top1000tr,,
64781,,top1000tr,,,
64782,,,top1000tr,,
64783,,top50tr,top1000tr,others,
64784,,others,top1000tr,,top1000tr
64785,,top1000tr,,,
64787,,top30tr,top1000tr,,
64788,,top1000tr,,,
64789,,top1000tr,,,
64790,,top1000tr,,,
